salesorderid,creditcardid,cardtype
72531,14181,SuperiorCard
72532,6125,Distinguish
72533,10287,Vista
72534,14188,Vista
72535,5658,ColonialVoice
72536,11283,Distinguish
72537,10632,SuperiorCard
72540,158,SuperiorCard
72541,14271,SuperiorCard
72543,15203,Vista
72544,13967,Distinguish
72545,8130,Distinguish
72546,8214,Distinguish
72547,3082,ColonialVoice
72548,8757,Distinguish
72549,14413,SuperiorCard
72550,2886,ColonialVoice
72551,17291,Vista
72552,3334,Distinguish
72553,7278,ColonialVoice
72554,1204,SuperiorCard
72555,7157,Vista
72556,5426,SuperiorCard
72557,8996,Distinguish
72558,4740,Vista
72559,17776,Distinguish
72560,11665,SuperiorCard
72561,11407,SuperiorCard
72562,9745,SuperiorCard
72563,3574,SuperiorCard
72564,14419,Distinguish
72565,18155,Vista
72566,16904,ColonialVoice
72567,9812,Vista
72568,9513,Vista
72569,14296,Distinguish
72570,3664,Distinguish
72572,4358,Distinguish
72573,5393,Distinguish
72574,17117,Vista
72575,1123,ColonialVoice
72576,16615,SuperiorCard
72577,1086,Vista
72578,4227,Distinguish
72579,18526,ColonialVoice
72580,4473,Distinguish
72581,12186,Vista
72582,15631,ColonialVoice
72584,8187,Distinguish
72585,1718,ColonialVoice
72586,1482,ColonialVoice
72587,826,SuperiorCard
72588,4395,ColonialVoice
72589,18600,ColonialVoice
72590,3689,Vista
72591,9948,Distinguish
72593,11019,Distinguish
72594,9373,Vista
72595,17820,SuperiorCard
72596,15229,Vista
72597,12346,Distinguish
72598,16231,SuperiorCard
72599,14641,ColonialVoice
72600,7745,SuperiorCard
72601,6148,SuperiorCard
72602,15998,SuperiorCard
72603,16506,SuperiorCard
72604,18549,ColonialVoice
72605,13359,SuperiorCard
72606,18997,SuperiorCard
72607,12470,SuperiorCard
72608,15033,Vista
72609,5571,SuperiorCard
72610,17557,ColonialVoice
72611,13289,Vista
72612,16979,SuperiorCard
72613,1460,ColonialVoice
72614,6742,Distinguish
72615,12433,SuperiorCard
72616,4898,Distinguish
72617,7735,Distinguish
72618,4609,ColonialVoice
72619,17095,ColonialVoice
72620,2864,Distinguish
72621,3395,ColonialVoice
72623,6444,SuperiorCard
72624,3696,SuperiorCard
72625,2895,Distinguish
72626,4621,Distinguish
72628,7473,SuperiorCard
72629,7445,Distinguish
72630,4730,SuperiorCard
72631,4939,SuperiorCard
72632,12222,ColonialVoice
72633,14457,Distinguish
72635,2661,ColonialVoice
72636,14276,ColonialVoice
72637,7316,Vista
72638,6457,SuperiorCard
72639,16354,Vista
72640,3213,ColonialVoice
72641,7969,ColonialVoice
72642,2279,Vista
72643,15747,Distinguish
72644,14040,Vista
72645,5060,Vista
72646,6103,SuperiorCard
72647,11857,Vista
72648,13803,SuperiorCard
72649,11954,SuperiorCard
72650,5715,SuperiorCard
72651,4905,SuperiorCard
72652,10295,Distinguish
72653,17706,ColonialVoice
72654,6332,SuperiorCard
72655,15478,ColonialVoice
72656,6138,ColonialVoice
72657,9243,ColonialVoice
72658,2323,Vista
72659,14689,Distinguish
72660,6875,Vista
72661,3679,Vista
72662,7904,Distinguish
72663,1549,ColonialVoice
72664,13908,Distinguish
72665,6670,ColonialVoice
72666,4797,ColonialVoice
72667,9614,Vista
72668,2887,SuperiorCard
72669,7645,Vista
72670,14421,ColonialVoice
72671,3988,Vista
72672,11357,Vista
72673,18018,SuperiorCard
72674,8150,Vista
72675,9979,ColonialVoice
72676,15942,Vista
72677,12495,Distinguish
72678,15666,Vista
72679,4099,Distinguish
72680,8876,Vista
72682,16035,SuperiorCard
72683,9980,SuperiorCard
72684,464,SuperiorCard
72685,8265,Distinguish
72686,5491,SuperiorCard
72687,11805,ColonialVoice
72688,1691,Vista
72689,15543,Vista
72690,7123,ColonialVoice
72691,5948,Distinguish
72692,4271,Vista
72693,17749,Distinguish
72695,18024,ColonialVoice
72696,984,ColonialVoice
72697,4163,Vista
72698,4858,Distinguish
72699,16814,Distinguish
72700,12524,Distinguish
72701,16992,Vista
72702,2583,SuperiorCard
72703,18108,SuperiorCard
72705,11085,Vista
72706,13555,Vista
72707,14264,Distinguish
72708,16022,Vista
72709,1786,ColonialVoice
72710,14818,Distinguish
72711,11294,Vista
72712,11919,ColonialVoice
72713,17988,SuperiorCard
72714,10169,SuperiorCard
72715,7382,SuperiorCard
72716,11667,SuperiorCard
72717,6834,ColonialVoice
72718,9422,Distinguish
72719,9956,Vista
72721,4089,ColonialVoice
72722,412,SuperiorCard
72723,14087,Distinguish
72724,4329,ColonialVoice
72725,13822,Distinguish
72726,11988,ColonialVoice
72727,3262,Distinguish
72728,7905,Distinguish
72729,10517,Distinguish
72730,2240,ColonialVoice
72731,18628,ColonialVoice
72732,10971,Distinguish
72733,15371,ColonialVoice
72734,2130,SuperiorCard
72735,11181,ColonialVoice
72736,11899,Vista
72737,369,Distinguish
72738,6041,Distinguish
72739,2521,Distinguish
72740,12341,Vista
72741,15329,Distinguish
72742,11649,Vista
72743,7867,Vista
72744,112,Vista
72745,12662,ColonialVoice
72746,15036,Vista
72747,10087,SuperiorCard
72748,16796,ColonialVoice
72749,17225,ColonialVoice
72750,16411,SuperiorCard
72751,5478,Vista
72752,14772,ColonialVoice
72753,18903,Distinguish
72754,5862,SuperiorCard
72755,14354,ColonialVoice
72756,4664,SuperiorCard
72757,16235,Distinguish
72758,2924,Vista
72759,16742,Vista
72760,1552,SuperiorCard
72761,1059,ColonialVoice
72762,7101,ColonialVoice
72763,5777,Distinguish
72765,10132,Distinguish
72766,798,Vista
72767,15597,SuperiorCard
72768,1904,SuperiorCard
72769,2889,Vista
72770,16137,Distinguish
72771,13157,ColonialVoice
72772,14122,ColonialVoice
72773,8810,ColonialVoice
72774,14302,Vista
72775,10936,ColonialVoice
72776,4164,Vista
72777,8635,Vista
72778,8932,SuperiorCard
72779,5284,SuperiorCard
72780,3959,ColonialVoice
72781,12829,ColonialVoice
72782,12386,ColonialVoice
72783,16674,SuperiorCard
72784,17650,Vista
72785,16433,Distinguish
72786,11342,Distinguish
72787,8405,SuperiorCard
72788,7727,Distinguish
72789,15325,Vista
72790,5058,Vista
72791,14827,ColonialVoice
72792,15455,Distinguish
72793,3760,ColonialVoice
72794,4660,Distinguish
72795,2462,SuperiorCard
72796,6136,Vista
72797,17697,Distinguish
72798,10261,Distinguish
72799,15008,Vista
72800,10723,Distinguish
72801,3510,SuperiorCard
72802,16953,Distinguish
72803,7660,Vista
72804,1529,Vista
72805,2116,Distinguish
72806,16770,ColonialVoice
72807,7968,ColonialVoice
72808,5403,Distinguish
72809,6132,SuperiorCard
72810,9327,ColonialVoice
72811,14401,ColonialVoice
72812,12192,SuperiorCard
72813,15129,SuperiorCard
72814,16763,ColonialVoice
72815,3799,Distinguish
72816,5336,ColonialVoice
72817,5648,ColonialVoice
72818,8196,ColonialVoice
72819,1725,Vista
72820,4877,SuperiorCard
72821,8147,Vista
72822,7626,Distinguish
72823,327,Distinguish
72824,2391,Vista
72825,18140,ColonialVoice
72826,15220,SuperiorCard
72827,15357,ColonialVoice
72828,12877,Vista
72829,12849,Distinguish
72830,14148,ColonialVoice
72831,9599,Distinguish
72832,17689,ColonialVoice
72833,11117,Distinguish
72834,4251,SuperiorCard
72835,7363,Distinguish
72836,14957,SuperiorCard
72837,9781,ColonialVoice
72838,16863,SuperiorCard
72839,18532,SuperiorCard
72840,8500,Vista
72841,18291,ColonialVoice
72842,2156,Vista
72843,7458,Distinguish
72844,19103,Distinguish
72845,5951,ColonialVoice
72846,1060,Vista
72847,10480,Vista
72848,12832,SuperiorCard
72849,9112,SuperiorCard
72850,13271,Distinguish
72851,15306,Distinguish
72852,2786,Distinguish
72853,18954,SuperiorCard
72854,7389,ColonialVoice
72855,16107,Distinguish
72856,5685,SuperiorCard
72857,2271,SuperiorCard
72859,6465,SuperiorCard
72860,5073,SuperiorCard
72861,8983,Vista
72862,10905,SuperiorCard
72863,15976,ColonialVoice
72864,5508,ColonialVoice
72865,13504,ColonialVoice
72866,5835,Vista
72867,10141,ColonialVoice
72868,1683,Distinguish
72869,11309,Distinguish
72870,14141,Distinguish
72871,8707,SuperiorCard
72872,4498,Vista
72873,12356,Distinguish
72874,11770,ColonialVoice
72875,3123,SuperiorCard
72876,1892,SuperiorCard
72877,7710,Distinguish
72878,18359,Distinguish
72879,2926,SuperiorCard
72880,12066,Distinguish
72881,9387,Vista
72882,14378,Distinguish
72883,5139,Vista
72884,17955,Vista
72885,8530,Distinguish
72886,7477,ColonialVoice
72887,15176,SuperiorCard
72888,15225,ColonialVoice
72889,9296,ColonialVoice
72890,18187,ColonialVoice
72891,11442,Distinguish
72892,7518,SuperiorCard
72893,1297,ColonialVoice
72894,12244,Distinguish
72895,8407,ColonialVoice
72896,10329,Vista
72897,9675,SuperiorCard
72898,8353,ColonialVoice
72899,1486,Distinguish
72900,15699,ColonialVoice
72901,4967,Vista
72902,5222,Vista
72903,670,SuperiorCard
72904,2133,ColonialVoice
72905,1503,Vista
72906,5245,SuperiorCard
72907,16620,SuperiorCard
72908,14667,ColonialVoice
72909,9377,SuperiorCard
72910,4280,SuperiorCard
72912,5372,Vista
72913,10475,Distinguish
72914,15438,Distinguish
72915,8511,SuperiorCard
72916,7008,Vista
72917,16167,ColonialVoice
72918,16345,ColonialVoice
72919,7544,SuperiorCard
72920,3040,Vista
72921,15174,Vista
72922,4346,ColonialVoice
72923,15857,ColonialVoice
72924,4706,Vista
72925,9489,Vista
72926,8570,SuperiorCard
72927,1808,ColonialVoice
72928,11638,SuperiorCard
72929,10947,Vista
72930,15312,Distinguish
72931,1958,Distinguish
72933,12953,Vista
72934,14051,Vista
72935,2377,Vista
72936,2291,ColonialVoice
72937,13026,SuperiorCard
72938,13829,SuperiorCard
72939,13663,ColonialVoice
72940,12677,SuperiorCard
72941,8233,Distinguish
72942,18557,Distinguish
72943,2582,Distinguish
72944,3479,Distinguish
72945,7058,SuperiorCard
72946,5911,Distinguish
72948,12042,Distinguish
72949,11460,SuperiorCard
72950,2757,Vista
72951,16101,ColonialVoice
72952,18119,Vista
72953,872,Distinguish
72954,11220,ColonialVoice
72956,5475,Distinguish
72957,4002,Distinguish
72958,12795,Distinguish
72959,3316,Vista
72960,5889,ColonialVoice
72961,13304,ColonialVoice
72962,16161,Distinguish
72963,847,SuperiorCard
72964,4082,SuperiorCard
72965,5187,Vista
72966,1726,Vista
72967,542,Vista
72968,9050,ColonialVoice
72969,14171,Vista
72970,15658,Vista
72972,13762,Vista
72973,6508,Distinguish
72974,1379,ColonialVoice
72975,17526,SuperiorCard
72976,3510,SuperiorCard
72977,1095,Distinguish
72978,6971,ColonialVoice
72979,10593,SuperiorCard
72980,10043,Vista
72981,7994,SuperiorCard
72982,10000,Distinguish
72983,7670,SuperiorCard
72984,761,SuperiorCard
72985,15070,Vista
72986,61,Distinguish
72987,10724,Distinguish
72988,4029,SuperiorCard
72989,14125,Distinguish
72990,14495,Vista
72991,6077,ColonialVoice
72992,1515,ColonialVoice
72993,12158,Distinguish
72994,16694,Vista
72995,11183,Distinguish
72996,16086,ColonialVoice
72997,18984,Vista
72998,6319,SuperiorCard
72999,2994,Vista
73000,15949,SuperiorCard
73001,16994,Vista
73002,15159,Distinguish
73003,14757,ColonialVoice
73004,10866,Distinguish
73005,15280,Distinguish
73006,4188,SuperiorCard
73007,14336,Vista
73008,14305,Distinguish
73009,9917,SuperiorCard
73010,3419,SuperiorCard
73011,8055,Vista
73012,13034,Vista
73013,16981,ColonialVoice
73014,7341,SuperiorCard
73015,7900,Vista
73016,16646,SuperiorCard
73017,6167,SuperiorCard
73018,16692,ColonialVoice
73019,3999,Distinguish
73020,12670,ColonialVoice
73021,2371,Distinguish
73022,17249,Distinguish
73023,14369,Vista
73024,16390,ColonialVoice
73025,13260,SuperiorCard
73026,12712,ColonialVoice
73027,8393,ColonialVoice
73028,15941,Vista
73029,6120,Vista
73030,18432,SuperiorCard
73031,13604,Distinguish
73032,2309,Distinguish
73033,10763,ColonialVoice
73034,12476,ColonialVoice
73035,8790,SuperiorCard
73036,6350,SuperiorCard
73037,13156,Vista
73038,18954,SuperiorCard
73039,2643,ColonialVoice
73040,10666,Distinguish
73041,6995,Distinguish
73042,12389,SuperiorCard
73043,14119,ColonialVoice
73044,13954,SuperiorCard
73045,18265,Vista
73047,17346,Distinguish
73048,12496,Vista
73049,10261,Distinguish
73050,18738,Distinguish
73051,8485,Distinguish
73052,12129,Distinguish
73053,3902,Vista
73054,19098,Vista
73055,3555,Vista
73056,6533,Vista
73057,16099,Vista
73058,10771,Distinguish
73059,8211,SuperiorCard
73060,13471,ColonialVoice
73061,10625,Vista
73062,2815,Distinguish
73063,9298,SuperiorCard
73064,11579,SuperiorCard
73065,11966,Vista
73066,9780,SuperiorCard
73067,9253,SuperiorCard
73068,10465,Vista
73069,3797,Distinguish
73070,6489,ColonialVoice
73071,10696,ColonialVoice
73072,1683,Distinguish
73073,10203,ColonialVoice
73074,8948,ColonialVoice
73075,755,Distinguish
73076,8636,Vista
73077,15910,Distinguish
73078,5056,Vista
73079,13775,ColonialVoice
73080,1502,Distinguish
73081,17634,SuperiorCard
73082,3979,ColonialVoice
73083,11028,ColonialVoice
73084,7031,Vista
73085,2640,Vista
73086,3139,Distinguish
73087,5904,ColonialVoice
73088,7474,Distinguish
73089,256,Vista
73090,3375,SuperiorCard
73091,16991,Distinguish
73092,5160,SuperiorCard
73093,14846,ColonialVoice
73094,8831,Vista
73095,6640,Distinguish
73096,4792,ColonialVoice
73097,9046,Distinguish
73098,6937,SuperiorCard
73099,18009,SuperiorCard
73100,1221,SuperiorCard
73101,1222,Distinguish
73102,12737,SuperiorCard
73103,14340,Distinguish
73104,8611,Vista
73105,17340,ColonialVoice
73106,19009,Distinguish
73107,15866,Vista
73108,10872,ColonialVoice
73109,17478,Distinguish
73110,4563,SuperiorCard
73111,858,Vista
73112,2363,ColonialVoice
73113,383,Vista
73114,11940,Distinguish
73115,3263,Vista
73116,14183,SuperiorCard
73117,11463,Vista
73118,3409,SuperiorCard
73120,11770,ColonialVoice
73121,2704,ColonialVoice
73122,13211,Vista
73123,6855,Distinguish
73124,12716,Vista
73126,7136,SuperiorCard
73127,17920,ColonialVoice
73128,8296,Vista
73129,7950,Distinguish
73130,7062,Distinguish
73131,7259,ColonialVoice
73132,13044,Vista
73133,16831,ColonialVoice
73134,10746,Vista
73135,18763,Distinguish
73136,14872,ColonialVoice
73137,15760,SuperiorCard
73138,4612,Distinguish
73139,5670,Vista
73140,449,SuperiorCard
73141,10508,ColonialVoice
73142,417,SuperiorCard
73143,10053,Distinguish
73144,10357,SuperiorCard
73145,11987,Distinguish
73146,6824,ColonialVoice
73147,4940,Vista
73148,11917,Distinguish
73149,3506,Vista
73150,2134,Vista
73151,11715,ColonialVoice
73152,12423,ColonialVoice
73153,18673,ColonialVoice
73154,11913,SuperiorCard
73155,14560,Distinguish
73156,4980,Vista
73157,4084,ColonialVoice
73158,17009,ColonialVoice
73159,14578,Vista
73160,5151,ColonialVoice
73161,9275,ColonialVoice
73162,15265,ColonialVoice
73163,302,SuperiorCard
73164,8035,ColonialVoice
73165,5619,ColonialVoice
73166,8587,Vista
73167,15433,ColonialVoice
73168,9740,ColonialVoice
73169,1527,Distinguish
73170,13010,Vista
73171,1982,SuperiorCard
73172,16745,Vista
73173,9643,SuperiorCard
73174,12304,ColonialVoice
73175,6277,Vista
73176,17733,ColonialVoice
73177,6582,Distinguish
73178,598,ColonialVoice
73179,11373,Vista
73180,846,ColonialVoice
73181,9969,Vista
73182,3064,Vista
73183,10080,Vista
73184,13678,ColonialVoice
73185,3510,SuperiorCard
73187,1776,SuperiorCard
73188,7239,Vista
73189,13027,Vista
73190,4008,ColonialVoice
73191,8731,Vista
73192,3386,Vista
73193,1947,Vista
73194,3977,Vista
73195,7489,Distinguish
73196,549,Distinguish
73197,7336,Distinguish
73198,11334,Distinguish
73199,1246,Distinguish
73200,12387,Distinguish
73201,1246,Distinguish
73202,1248,Distinguish
73203,16351,ColonialVoice
73204,6911,SuperiorCard
73205,7996,Vista
73206,18311,SuperiorCard
73207,279,Vista
73208,5869,Vista
73209,3179,SuperiorCard
73210,17075,ColonialVoice
73211,5575,SuperiorCard
73212,6003,SuperiorCard
73214,2348,Distinguish
73215,11000,SuperiorCard
73216,14178,Distinguish
73217,18230,Vista
73218,2594,Vista
73219,14063,SuperiorCard
73220,1595,Distinguish
73222,12825,Distinguish
73223,13173,Distinguish
73224,3225,SuperiorCard
73225,4182,ColonialVoice
73226,16321,SuperiorCard
73227,9463,SuperiorCard
73228,4354,Distinguish
73229,19080,ColonialVoice
73230,9138,SuperiorCard
73232,14186,Distinguish
73233,2738,Vista
73234,2836,Distinguish
73235,13357,Distinguish
73236,8356,ColonialVoice
73237,3178,Vista
73238,15242,ColonialVoice
73239,9954,Distinguish
73241,12070,Vista
73242,1354,Distinguish
73243,18877,Vista
73244,13507,SuperiorCard
73246,6394,Distinguish
73247,1889,Distinguish
73248,13994,Distinguish
73249,4307,Vista
73250,3341,Distinguish
73251,436,Distinguish
73252,7098,Distinguish
73253,3912,ColonialVoice
73254,6568,Vista
73255,1206,SuperiorCard
73256,13400,Distinguish
73257,9006,SuperiorCard
73258,19008,Vista
73259,17614,Distinguish
73260,15916,Distinguish
73261,96,SuperiorCard
73262,2279,Vista
73263,11518,Distinguish
73264,771,Distinguish
73265,14890,ColonialVoice
73266,6370,ColonialVoice
73267,11293,Distinguish
73268,13167,Vista
73269,13266,Vista
73270,10346,ColonialVoice
73271,10980,Vista
73272,16003,Vista
73273,5140,Vista
73274,16213,Distinguish
73275,8020,ColonialVoice
73276,4666,Distinguish
73277,1200,ColonialVoice
73278,5082,Vista
73279,6487,Distinguish
73280,13908,Distinguish
73281,15765,Distinguish
73282,13583,ColonialVoice
73283,5199,Distinguish
73284,13906,ColonialVoice
73285,1964,Vista
73286,9898,Vista
73287,12484,Distinguish
73288,18091,Vista
73289,14851,Vista
73290,7064,Vista
73291,6273,SuperiorCard
73292,9966,Vista
73293,3060,ColonialVoice
73294,13129,ColonialVoice
73295,7894,Vista
73296,1074,ColonialVoice
73297,10742,Vista
73298,16039,SuperiorCard
73299,18568,ColonialVoice
73300,13500,SuperiorCard
73301,14780,SuperiorCard
73302,1350,SuperiorCard
73303,12628,SuperiorCard
73304,10216,Distinguish
73305,2049,SuperiorCard
73306,11182,ColonialVoice
73307,13852,Distinguish
73308,15396,SuperiorCard
73309,10712,Vista
73311,12945,Distinguish
73312,2129,ColonialVoice
73313,2685,Vista
73314,9509,Distinguish
73315,6092,SuperiorCard
73316,1599,Distinguish
73317,377,Vista
73318,17946,Vista
73319,7251,ColonialVoice
73320,16140,ColonialVoice
73321,8807,ColonialVoice
73322,2558,ColonialVoice
73323,9086,Vista
73324,11203,ColonialVoice
73325,10834,Distinguish
73326,10032,Vista
73327,19010,ColonialVoice
73328,17134,ColonialVoice
73329,6590,SuperiorCard
73330,4420,Distinguish
73331,11055,SuperiorCard
73332,6547,ColonialVoice
73333,9135,SuperiorCard
73334,2393,Distinguish
73335,15809,SuperiorCard
73336,8928,Vista
73337,17626,SuperiorCard
73338,16974,ColonialVoice
73339,16875,SuperiorCard
73340,5979,Vista
73341,8090,SuperiorCard
73342,6359,Vista
73343,7047,SuperiorCard
73344,11263,ColonialVoice
73345,14907,ColonialVoice
73346,10130,Vista
73347,6956,Vista
73348,8914,SuperiorCard
73349,7230,Distinguish
73350,15316,SuperiorCard
73351,6729,Distinguish
73352,1246,Distinguish
73353,6169,SuperiorCard
73354,8299,Distinguish
73355,5455,ColonialVoice
73356,3635,Vista
73357,5870,ColonialVoice
73358,9502,ColonialVoice
73359,12229,SuperiorCard
73360,515,Vista
73361,8708,ColonialVoice
73362,1590,Distinguish
73363,6738,ColonialVoice
73364,18869,SuperiorCard
73365,1244,ColonialVoice
73366,17531,Distinguish
73367,11088,SuperiorCard
73368,5229,Distinguish
73369,13234,Vista
73370,11140,ColonialVoice
73371,13976,ColonialVoice
73372,9196,ColonialVoice
73373,4257,Distinguish
73374,11068,Vista
73375,279,Vista
73376,17734,SuperiorCard
73377,2846,ColonialVoice
73378,8275,Distinguish
73379,9779,SuperiorCard
73380,5274,SuperiorCard
73381,18750,SuperiorCard
73382,4414,ColonialVoice
73383,16641,ColonialVoice
73384,11841,SuperiorCard
73385,12669,ColonialVoice
73386,10195,ColonialVoice
73387,11290,ColonialVoice
73388,6073,ColonialVoice
73389,8239,Distinguish
73390,17561,Distinguish
73391,914,Vista
73392,1814,SuperiorCard
73393,9902,Distinguish
73394,3782,Distinguish
73395,16730,Distinguish
73396,16368,Vista
73397,9833,SuperiorCard
73398,12407,Vista
73399,2717,SuperiorCard
73401,6354,Distinguish
73402,8743,SuperiorCard
73403,17391,ColonialVoice
73404,1152,SuperiorCard
73405,11284,SuperiorCard
73406,13036,Vista
73407,7290,SuperiorCard
73408,1089,SuperiorCard
73410,18856,SuperiorCard
73411,17114,Vista
73412,1407,ColonialVoice
73413,13187,ColonialVoice
73414,18103,Distinguish
73415,7145,Vista
73416,10819,ColonialVoice
73417,13103,ColonialVoice
73418,17862,SuperiorCard
73419,1722,Distinguish
73420,544,Distinguish
73421,8760,Distinguish
73422,14835,ColonialVoice
73423,6096,Distinguish
73424,10471,Distinguish
73425,9529,Vista
